customerid,loannumber,loanamount,totaldue,termdays,bank_account_type,bank_name_clients,employment_status_clients,last_loan_amount,avg_amount,std_amount,avg_total_due,avg_term_days,std_term_days,avg_approval_time,avg_payout_time,prct_duedate_default,loan_growth_trend,max_repay_delay,avg_loan_gap,referred,age,state,acct_age_years,time_btwn_last_loan,default,credit_score,debt_to_loan_ratio,const_default,unusual_large
8a858e6c5c88d145015c9c27783c72a0,2,10000,13000,30,Savings,GT Bank,Unknown,10000,10000,0,11500,15,0,0,19,1,0,4,0,0,42,Lagos,8,1,1,0.307366098,1.3,1,0
8a858e705668e16701568b566c6857c5,7,30000,39000,60,Other,GT Bank,Self-Employed,30000,18333.33,6871.84,21825,27.5,5.59,0,22.33333333,0,3714.2857,0,5,0,60,Lagos,9,179,0,4.832594942,1.3,0,0
8a858e7b55deef140155e500afb54cc6,12,30000,34500,30,Unknown,Unknown,Unknown,30000,20000,7385.49,23681.82,28.63636364,4.31,0,23.72727273,0.272727273,1363.6364,23,6.9,0,40,Unknown,9,37,1,3.105881689,1.15,0,0
8a858e885b68546c015b7d0f785b0e2b,3,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,24.5,0,0,0,26,0,54,Lagos,8,0,0,4.223482563,1.3,0,0
8a858e8e5cc54eb9015cc59a217a246a,2,10000,13000,30,Savings,First Bank,Permanent,10000,10000,0,13000,30,0,0,26,0,0,0,0,0,40,Lagos,8,1,0,4.082297575,1.3,0,0
8a858e985885ff6d0158906f9c082a68,10,30000,34500,30,Savings,EcoBank,Permanent,20000,15555.56,4969.04,19155.56,30,0,0,22.88888889,0.111111111,1333.3333,7,1.375,0,40,Rivers,8,0,0,3.698391629,1.15,0,0
8a858eac5b3ece95015b3ee7942e2457,5,20000,24500,30,Savings,GT Bank,Unknown,20000,12500,4330.13,15500,26.25,6.5,0,20.5,0,3000,0,2,0,56,Rivers,8,0,0,3.557896189,1.225,0,0
8a858eb65c3b3074015c441b25e37f6e,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,32,0,0,0,0,0,40,Unknown,8,21,0,3.396541916,1.3,0,0
8a858ec05ba5ca1d015ba5e55a060b0c,5,20000,24500,30,Savings,Diamond Bank,Unknown,20000,15000,5000,18750,30,0,0,20.25,0,4000,0,1.3333,1,45,Osun,8,1,0,3.446965126,1.225,0,0
8a858ece586263020158649c6f303ccf,8,30000,34500,30,Other,GT Bank,Permanent,25000,15000,5976.14,18421.43,30,0,0,24.85714286,0,2678.5714,0,2.8333,0,46,Lagos,8,0,0,4.142805427,1.15,0,0
8a858eda552adcc2015553a6385628e7,5,10000,13000,30,Savings,Fidelity Bank,Permanent,10000,10000,0,13000,30,0,0,24,0.25,0,3,94.6667,0,38,Lagos,9,1,0,3.958825355,1.3,0,0
8a858edf5c69a538015c79f5c58d2e07,2,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,11500,15,0,0,16,1,0,1,0,1,44,Oyo,8,3,0,1.030874519,1.3,1,0
8a858ee45b39aa80015b3ae1004602fa,4,20000,24500,30,Savings,UBA,Permanent,10000,10000,0,13000,30,0,0,16.33333333,0,0,0,0,0,45,Lagos,8,0,1,4.132720785,1.225,0,0
8a858eed5756fb0e01575e24e900478d,5,20000,24500,30,Unknown,Unknown,Unknown,20000,12500,4330.13,15875,30,0,0,27.75,0,3000,0,26,0,40,Unknown,8,2,0,3.396541916,1.225,0,0
8a858efd5ca70688015caa9a7fda3370,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,31,0,0,0,0,1,40,Unknown,8,3,0,3.396541916,1.3,0,0
8a858f065b1fe50a015b20c201f574d1,5,20000,24500,30,Savings,GT Bank,Permanent,15000,11250,2165.06,14343.75,30,0,0,23.5,0,1500,0,2.6667,0,44,Lagos,8,4,0,4.122636143,1.225,0,0
8a858f0a56d3ed1f0156d5959f9e31fd,3,10000,13000,30,Other,First Bank,Self-Employed,10000,10000,0,13000,30,0,0,26,0,0,0,1,0,43,Lagos,8,0,0,3.975400369,1.3,0,0
8a858f13556665aa01556efd1d087572,6,20000,24500,30,Other,GT Bank,Permanent,20000,12000,4000,15000,27,6,0,34.6,0.2,2000,40,51,0,48,Lagos,9,0,0,3.997103898,1.225,0,0
8a858f23573921ad0157562d0d7015e4,2,10000,11500,15,Savings,GT Bank,Permanent,10000,10000,0,11500,15,0,0,27,1,0,13,0,0,37,Lagos,8,83,0,0.889948111,1.15,1,0
8a858f2e5c699f3a015c77aa22ed7f23,2,10000,11500,15,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,9,0,0,0,0,0,40,Unknown,8,16,1,3.396541916,1.15,0,0
8a858f365c83961c015c87be26386a2f,2,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,33,1,0,1,0,0,36,Federal Capital Territory,8,5,1,0.950197383,1.3,1,0
8a858f405d13c45f015d1581fab05f1f,2,10000,11500,15,Savings,GT Bank,Permanent,10000,10000,0,11500,15,0,0,12,0,0,0,0,0,41,Lagos,8,3,0,4.092382217,1.15,0,0
8a858f495bcefdb9015bd231d00778ab,3,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,13.5,0.5,0,3,7,0,40,Unknown,8,44,1,1.836008206,1.3,1,0
8a858f555cacacdf015cafb65d3e6608,2,10000,11500,15,Savings,UBA,Permanent,10000,10000,0,13000,30,0,0,32,1,0,1,0,0,32,Lagos,8,1,1,0.909858815,1.15,1,0
8a858f5b5bee1b11015beeff2cfe4d3a,3,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,12250,22.5,7.5,0,23,0,0,0,15,0,43,Nasarawa,8,2,0,4.112551501,1.3,0,0
8a858f665c45930d015c5427f2e26489,3,10000,11500,15,Savings,GT Bank,Unknown,10000,10000,0,11500,15,0,0,14,0,0,0,0,0,39,Lagos,8,0,1,3.386457274,1.15,0,0
8a858f725b49c0c0015b53c3efcd2b7b,4,20000,24500,30,Savings,GT Bank,Permanent,10000,10000,0,12500,25,7.07,0,23.33333333,0,0,0,6.5,0,35,Lagos,8,0,0,4.031874364,1.225,0,0
8a858f855bf2f1ad015bf5c0e6c01b8a,4,20000,21500,30,Savings,Diamond Bank,Permanent,20000,13333.33,4714.05,16833.33,30,0,0,22,0,5000,0,4,0,29,Delta,8,2,0,3.971366512,1.075,0,0
8a858f925bec9b74015beceb8bf13a0a,3,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,27,0.5,0,24,1,0,40,Unknown,8,9,0,1.712923857,1.3,1,0
8a858f98560bbe11015611ef84820b47,6,10000,12250,30,Savings,GT Bank,Self-Employed,20000,12000,4000,15300,30,0,0,25,0,2000,0,3,0,43,Lagos,8,28,0,3.975400369,1.225,0,0
8a858f9c56aaf37d0156b6ec1be309d6,9,20000,22000,30,Other,UBA,Permanent,25000,18125,6584.78,21173.44,28.125,13.91,0,22.875,0.25,2083.3333,4,9.4286,0,37,Lagos,9,68,0,3.942879553,1.1,0,0
8a858fa55d37a570015d38332887360d,2,10000,11500,15,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,12,0,0,0,0,0,40,Unknown,8,1,0,3.396541916,1.15,0,0
8a858fab5cd5e1a7015ce02279e639a8,2,10000,13000,30,Savings,Access Bank,Permanent,10000,10000,0,13000,30,0,0,28,0,0,0,0,1,40,Ogun,8,2,0,4.082297575,1.3,0,0
8a858f2e5876d7d0015877a5e1385176,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,7,0,0,0,0,0,40,Unknown,8,218,0,3.396541916,1.3,0,0
8a858f335c8d9723015c94812aa206d3,3,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,12250,22.5,7.5,0,15.5,0,0,0,3,1,36,Federal Capital Territory,8,1,0,4.041959006,1.3,0,0
8a858f365c83961c015c86ca922b5ddc,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,32,1,0,1,0,1,40,Unknown,8,0,0,0.304780293,1.3,1,0
8a858f465668e3d60156731df06205ef,10,20000,24500,30,Other,GT Bank,Permanent,20000,12222.22,4157.4,15144.44,26.66666667,6.24,0,33.22222222,0.444444444,666.6667,63,5.625,0,34,Oyo,9,1,0,2.966781017,1.225,1,0
8a858f54589736f40158ac5696443c4b,6,10000,13000,30,Savings,Access Bank,Permanent,10000,10000,0,13000,30,0,0,31.4,0.6,0,4,18,0,33,Cross River,8,4,1,2.136720164,1.3,1,0
8a858f565c3acb9d015c3e42eebe16fd,3,10000,13000,30,Savings,Access Bank,Unknown,10000,10000,0,13000,30,0,0,32,0.5,0,1,0,0,37,Lagos,8,0,0,1.817476598,1.3,1,0
8a858f5d5929e0fd015930a90a110ef4,4,20000,24500,30,Savings,Access Bank,Permanent,10000,10000,0,11500,15,0,0,13.66666667,0,0,0,15,0,51,Osun,8,7,0,4.193228637,1.225,0,0
8a858f615591c2cc01559c85e34172bd,7,20000,24500,30,Other,GT Bank,Self-Employed,15000,10833.33,1863.39,13895.83,30,0,0,31.16666667,0.333333333,714.2857,6,38,0,43,Lagos,9,8,0,3.597355583,1.225,0,0
8a858f6e5cb16eb9015cc459b4c20f43,2,10000,13000,30,Savings,EcoBank,Unknown,10000,10000,0,13000,30,0,0,29,0,0,0,0,0,39,Osun,8,0,0,3.386457274,1.3,0,0
8a858f765a4e7c76015a5a9340ce2a38,7,30000,39000,60,Savings,GT Bank,Permanent,20000,15000,5000,17508.33,20,7.07,0,13.83333333,0,2571.4286,0,8.8,0,43,Rivers,8,12,0,4.112551501,1.3,0,0
8a858f7e5c69a6e3015c7abe2c1b37d3,3,20000,21750,15,Savings,GT Bank,Unknown,10000,10000,0,11500,15,0,0,16,0.5,0,3,0,0,40,Oyo,8,0,1,1.836008206,1.0875,1,0
8a858f8e5c5f46fc015c636601b777ea,3,20000,24500,30,Savings,GT Bank,Permanent,10000,10000,0,11500,15,0,0,12.5,0,0,0,0,0,43,Osun,8,0,0,4.112551501,1.225,0,0
8a858f965bb63a25015bba71070e6859,3,10000,13000,30,Savings,Skye Bank,Permanent,10000,10000,0,13000,30,0,0,29.5,0.5,0,1,3,0,33,Lagos,8,0,0,2.462893689,1.3,1,0
8a858f9c5bb503b8015bb5063bcb021e,4,20000,24500,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,26,0,0,0,5.5,0,40,Unknown,8,3,0,3.396541916,1.225,0,0
8a858fa25bd92c20015be42eb4d77cbb,2,10000,13000,30,Savings,Union Bank,Permanent,10000,10000,0,11500,15,0,0,16,1,0,1,0,0,37,Lagos,8,44,0,0.960282025,1.3,1,0
8a858fae5921beeb01594a6b98513a8c,6,30000,34500,30,Savings,UBA,Permanent,20000,14000,4898.98,15730,15,0,0,13.6,0,3000,0,9,0,43,Delta,8,39,0,4.112551501,1.15,0,1
8a858faf56b7821c0156cd5eb6c31f85,8,20000,22250,15,Other,First Bank,Self-Employed,20000,11428.57,3499.27,13571.43,19.28571429,6.78,0,21.57142857,0.428571429,1071.4286,16,28.3333,0,46,Osun,9,0,0,3.275102632,1.1125,1,0
8a858fb45bb59c21015bbfe3651f0750,4,10000,12250,30,Unknown,Unknown,Unknown,10000,10000,0,12500,25,7.07,0,25.33333333,0,0,0,2,1,40,Unknown,8,8,0,3.396541916,1.225,0,0
8a858fbc5cc666c8015ccaa6c8dc2270,2,10000,11500,15,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,31,0,0,0,0,0,40,Unknown,8,2,0,3.396541916,1.15,0,0
8a858fc65c7e0e55015c7f71c0ec64e0,2,10000,13000,30,Savings,Access Bank,Permanent,10000,10000,0,13000,30,0,0,21,0,0,0,0,0,43,Lagos,8,18,1,4.112551501,1.3,0,0
8a858fce5bab3591015bab6202051912,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,24,0,0,0,0,1,40,Unknown,8,26,0,3.396541916,1.3,0,0
8a858fd3552c75620155394ed06d4f89,11,30000,36000,60,Other,First Bank,Contract,40000,15700,12377.8,17927.5,21,13.75,0,16.4,0,3448.4848,0,22.7778,0,38,Kwara,9,27,0,4.473581686,1.2,0,0
8a858fd55c45ba15015c45dcf07c102a,2,10000,11500,15,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,16,0,0,0,0,0,40,Unknown,8,24,0,3.396541916,1.15,0,0
8a858fdc57ab280a0157b277e9ff6d53,8,30000,34500,30,Unknown,Unknown,Unknown,10000,14285.71,4948.72,17442.86,30,0,0,29,0.142857143,1071.4286,1,12.1667,0,40,Unknown,8,1,0,2.949837833,1.15,0,1
8a858fe95c88ee44015c8c4043291900,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,17,0,0,0,0,0,40,Unknown,8,1,0,3.396541916,1.3,0,0
8a858fee58d73f5f0158e3e9c6176212,7,30000,34500,30,Unknown,Unknown,Unknown,20000,15000,5000,17883.33,22.5,7.5,0,18.16666667,0,2571.4286,0,0,0,40,Unknown,8,2,0,3.396541916,1.15,0,0
8a858ff259d1429e0159d1a4117e23bd,8,20000,22250,15,Unknown,Unknown,Unknown,20000,14285.71,4948.72,16050,15,0,0,13.42857143,0.142857143,2142.8571,7,10.3333,0,40,Unknown,8,17,0,2.914670876,1.1125,0,0
8a858ff8582fcb86015842f0937e432f,8,30000,34500,30,Other,Zenith Bank,Permanent,20000,14285.71,4948.72,17285.71,23.57142857,7.42,0,15.57142857,0,2142.8571,0,23.6667,0,42,Federal Capital Territory,8,0,0,4.102466859,1.15,0,1
8a858ffd5caca417015cb006d7aa3382,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,30,0,0,0,0,0,40,Unknown,8,0,0,3.396541916,1.3,0,0
8a858e135cb22031015cbcf1122f779e,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,32,0,0,0,0,0,40,Unknown,8,1,1,3.396541916,1.3,0,0
8a858e5357c8273b0157cf6403254f68,9,30000,34500,30,Unknown,Unknown,Unknown,25000,20000,6614.38,23081.25,24.375,7.26,0,21.5,0,2500,0,11.4286,0,40,Unknown,8,7,1,3.396541916,1.15,0,0
8a858e785c8d9167015c96e5c3f5091f,3,20000,24500,30,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,9,0,0,0,2,0,40,Unknown,8,1,1,3.396541916,1.225,0,0
8a858eb75c21a2b9015c2d519a0a727e,2,10000,13000,30,Savings,Stanbic IBTC,Unknown,10000,10000,0,13000,30,0,0,28,0,0,0,0,0,33,Oyo,8,2,1,3.325949422,1.3,0,0
8a858f01587f1f73015881dd10be0f09,4,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,51,0.333333333,0,65,35.5,0,41,Lagos,8,4,1,2.682773363,1.3,0,0
8a858f2b5bf35819015bf3a8d4072974,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,57,1,0,24,0,0,40,Unknown,8,0,1,0.169973625,1.3,1,0
8a858fa3586d20e0015871142a6046af,3,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,35,0.5,0,9,1,0,40,Unknown,8,0,1,1.800841249,1.3,1,0
8a858fd55c45ba15015c53a888e50be7,2,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,40,1,0,10,0,0,39,Lagos,8,0,1,0.927700874,1.3,1,0
8a85881053bc33670153c842d8990da3,6,20000,24500,30,Other,GT Bank,Permanent,20000,12000,4000,13950,18,6,0,15.8,0,2000,0,0.75,0,34,Lagos,8,0,0,4.021789722,1.225,0,0
8a8588ae53f1cb7c015401a930c45ad7,15,30000,39000,60,Savings,Diamond Bank,Self-Employed,20000,16428.57,7178.48,19678.57,27.85714286,5.25,0,28.85714286,0.285714286,637.3626,13,2.2308,0,43,Federal Capital Territory,9,6,0,3.703275108,1.3,0,0
8a8589045384bd8301539e93bb010699,8,10000,11500,15,Other,Sterling Bank,Permanent,10000,10000,0,11500,15,0,0,15.85714286,0.428571429,0,8,59.3333,0,35,Lagos,9,13,0,3.348211977,1.15,1,0
8a85898a53bc15600153cb8e38ae2c5f,12,40000,44000,30,Savings,GT Bank,Permanent,30000,18181.82,8331.96,21490.91,25.90909091,12.94,0,15,0,2454.5455,0,29.6,0,39,Enugu,9,0,0,4.757968591,1.1,0,1
8a8589da5410287f01541ff402633c01,9,20000,23000,30,Unknown,Unknown,Unknown,20000,11000,3464.1,13503.12,26.25,6.5,0,17.125,0,1000,0,42.4286,0,40,Unknown,9,5,0,4.082297575,1.15,0,0
8a858e045b495c30015b49b40d522144,4,20000,24000,30,Savings,GT Bank,Unknown,20000,13333.33,4714.05,16666.67,30,0,0,26.66666667,0,5000,0,1,0,29,Lagos,8,1,0,3.285610853,1.2,0,0
8a858e0c5519be540155224efeb83f2f,7,30000,34500,30,Savings,First Bank,Permanent,30000,21666.67,8975.27,25533.33,30,0,0,16.16666667,0,4857.1429,0,59.6,0,36,Lagos,9,3,0,4.727714665,1.15,0,0
8a858e125d65ee4d015d699d321f719d,2,10000,13000,30,Savings,First Bank,Permanent,10000,10000,0,11500,15,0,0,2,0,0,0,0,1,48,Federal Capital Territory,8,2,0,4.162974711,1.3,0,0
8a858e1d5b2510b2015b2ec1e9541f3c,4,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,31,0.666666667,0,9,4.5,0,40,Unknown,8,0,0,1.286524505,1.3,1,0
8a858e225c404292015c5530c04b10ac,3,10000,13000,30,Savings,FCMB,Permanent,10000,10000,0,12250,22.5,7.5,0,16,0,0,0,5,1,42,Lagos,8,0,0,4.102466859,1.3,0,0
8a858e2857d80e580157d836de5d2be6,10,40000,48000,60,Other,EcoBank,Self-Employed,40000,24444.44,9558.14,29144.44,36.66666667,12.47,0,21.77777778,0,3500,0,8.25,0,44,Lagos,8,0,0,3.985485011,1.2,0,0
8a858e375bcf8394015bd38ef3877bf3,3,10000,11500,15,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,28.5,0,0,0,2,0,46,Ogun,8,2,0,4.142805427,1.15,0,0
8a858e495d1e235c015d22b45ae26f6c,2,10000,11500,15,Savings,GT Bank,Unknown,10000,10000,0,13000,30,0,0,3,0,0,0,0,0,34,Lagos,8,2,1,3.336034064,1.15,0,0
8a858e5856b7840c0156bc78a4767ae8,16,40000,42000,30,Other,GT Bank,Self-Employed,40000,27333.33,11234.87,30758.33,27,11.22,0,15.26666667,0,2250,0,5.7857,0,36,Lagos,9,0,0,4.590563533,1.05,0,0
8a858e615c832be8015c83f6af853b59,2,10000,13000,30,Savings,Diamond Bank,Unknown,10000,10000,0,13000,30,0,0,32,0,0,0,0,0,43,Ogun,8,0,0,3.426795842,1.3,0,0
8a858e655a047d1a015a05e93ffa5960,3,10000,11500,15,Savings,First Bank,Permanent,10000,10000,0,12250,22.5,7.5,0,13.5,0,0,0,13,0,40,Rivers,8,111,0,4.082297575,1.15,0,0
8a858e6a5cc6b1aa015cc922395235a0,2,10000,13000,30,Savings,Access Bank,Permanent,10000,10000,0,11500,15,0,0,21,1,0,4,0,0,35,Nasarawa,8,4,1,0.922529263,1.3,1,0
8a858e705668e16701568d07718d6e1e,3,10000,13000,30,Savings,FCMB,Permanent,10000,10000,0,13000,30,0,0,31.5,0.5,0,1,1,0,40,Ogun,8,0,0,2.533486183,1.3,1,0
8a858e885b68546c015b70bc09dd7ad1,3,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,31,0.5,0,5,4,1,40,Unknown,8,16,0,1.824285887,1.3,1,0
8a858e935b496584015b5198c2b30b82,4,10000,12250,30,Savings,Union Bank,Permanent,10000,10000,0,13000,30,0,0,23,0,0,0,5,0,36,Lagos,8,1,0,4.041959006,1.225,0,0
8a858e955631db4401564177c5290d69,11,15000,16500,30,Other,GT Bank,Self-Employed,15000,20000,7416.2,23890,33,9,0,32.7,0.2,1030.303,30,0.5556,0,35,Lagos,9,0,0,3.787464014,1.1,0,0
8a858ec559dbb41a0159dc0a25961fa1,8,30000,39000,60,Savings,First Bank,Permanent,30000,17142.86,6998.54,20614.29,27.85714286,5.25,0,22,0,3214.2857,0,3.5,0,39,Lagos,8,5,1,4.072212932,1.3,0,0
8a858ecc596e3666015977c3100a7b84,8,30000,34500,30,Savings,First Bank,Permanent,30000,17142.86,6998.54,20157.14,23.57142857,7.42,0,21,0,3214.2857,0,5.8333,0,44,Ogun,8,2,1,4.122636143,1.15,0,0
8a858ed55c63db54015c6a16515241b9,2,10000,13000,30,Savings,UBA,Permanent,10000,10000,0,13000,30,0,0,32,0,0,0,0,0,40,Lagos,8,0,0,4.082297575,1.3,0,0
8a858eda5c8863ff015c91c76ef763c5,3,10000,11500,15,Unknown,Unknown,Unknown,10000,10000,0,12250,22.5,7.5,0,20.5,0,0,0,0,0,40,Unknown,8,4,0,3.396541916,1.15,0,0
8a858ee05a6b7d75015a704d99b22ed7,7,30000,39000,60,Savings,GT Bank,Permanent,30000,18333.33,6871.84,21658.33,25,16.58,0,17.66666667,0,3714.2857,0,8.8,0,36,Rivers,8,0,0,4.041959006,1.3,0,0
8a858eed5a476a3c015a47967d2e18f3,3,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,11,0,0,0,14,0,40,Unknown,8,11,0,3.396541916,1.3,0,0
8a858ef25cd0c652015cd4677dc72a89,2,10000,11500,15,Savings,Diamond Bank,Permanent,10000,10000,0,13000,30,0,0,18,0,0,0,0,0,37,Lagos,8,9,0,4.052043648,1.15,0,0
8a858efd5b39cf3d015b3a347f8a469f,2,10000,11500,15,Savings,EcoBank,Permanent,10000,10000,0,11500,15,0,0,4,0,0,0,0,0,50,Lagos,8,0,1,4.183143995,1.15,0,0
8a858f0656b7820c0156b7ba6d5f13c0,2,10000,11500,15,Other,Diamond Bank,Permanent,10000,10000,0,11500,15,0,0,14,0,0,0,0,0,40,Lagos,8,13,0,4.082297575,1.15,0,0
8a858f0c5cef4be2015cf362d83017a0,2,10000,11500,15,Savings,Skye Bank,Unknown,10000,10000,0,11500,15,0,0,7,0,0,0,0,1,38,Ogun,8,3,0,3.376372632,1.15,0,0
8a858f185d1daff6015d1df2460e159a,2,10000,13000,30,Savings,GT Bank,Unknown,10000,10000,0,11500,15,0,0,12,0,0,0,0,0,47,Osun,8,1,0,3.46713441,1.3,0,0
8a858f1e5cc4bc81015cc54972fb52d1,2,10000,13000,30,Savings,Fidelity Bank,Permanent,10000,10000,0,13000,30,0,0,22,0,0,0,0,0,39,Enugu,8,0,0,4.072212932,1.3,0,0
8a858f2656e154de0156f96477c92a1e,8,15000,17250,30,Other,Zenith Bank,Permanent,30000,17857.14,8390.96,20553.57,21.42857143,7.42,0,17.42857143,0,3392.8571,0,7.8333,0,40,Lagos,8,131,0,4.082297575,1.15,0,0
8a858f2c59cf3fcc0159cfdddff3485a,7,30000,34500,30,Savings,Keystone Bank,Permanent,20000,15000,5000,18375,27.5,5.59,0,27.16666667,0,2571.4286,0,4,0,38,Bauchi,8,0,0,4.06212829,1.15,0,0
8a858f305c8dd672015c930f506d4b53,2,10000,13000,30,Savings,Keystone Bank,Permanent,10000,10000,0,13000,30,0,0,37,1,0,6,0,0,48,Lagos,8,1,1,1.04190729,1.3,1,0
8a858f335cea21f8015ceda4e4cd5776,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,7,0,0,0,0,0,40,Unknown,8,9,0,3.396541916,1.3,0,0
8a858f375b493337015b52c1cd713ff0,11,40000,44000,30,Unknown,Unknown,Unknown,30000,21000,8306.62,23855,21,7.35,0,7.6,0,2727.2727,0,2,0,40,Unknown,8,0,0,3.396541916,1.1,0,0
8a858f465668e3d601567defdbb90e5a,7,40000,44000,30,Other,GT Bank,Permanent,30000,20000,8164.97,24533.33,40,14.14,0,34.16666667,0,4571.4286,0,23.4,0,41,Ogun,9,1,0,4.778137875,1.1,0,0
8a858f505c7e3a50015c7e8ccaa9285c,2,10000,13000,30,Savings,First Bank,Permanent,10000,10000,0,11500,15,0,0,15,0,0,0,0,0,38,Oyo,8,2,0,4.06212829,1.3,0,0
8a858f615591c2cc01559597a77202c6,3,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,11500,15,0,0,11,0.5,0,1,1,0,32,Ogun,8,0,1,2.452809047,1.3,1,0
8a858f6a5a8a6734015a8aa2bb8020da,5,10000,13000,30,Other,UBA,Permanent,20000,12500,4330.13,15875,30,0,0,24.25,0.5,3000,4,2,0,44,Lagos,8,1,0,2.556241273,1.3,1,0
8a858f765aad177b015aad95c071630f,2,10000,11500,15,Savings,GT Bank,Permanent,10000,10000,0,11500,15,0,0,14,0,0,0,0,0,41,Lagos,8,11,0,4.092382217,1.15,0,0
8a858f7d5a5bd94e015a5fbe42b84f0a,4,20000,24500,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,29,0.333333333,0,1,34,0,40,Unknown,8,0,0,2.362047269,1.225,0,0
8a858f8e5b8c34d3015b8f25ea8f03b9,4,15000,16687.5,15,Unknown,Unknown,Unknown,10000,10000,0,12000,20,7.07,0,20,0,0,0,8.5,0,40,Unknown,8,19,0,3.396541916,1.1125,0,0
8a858f965bb63a25015bbc7b99e70180,2,10000,13000,30,Savings,Access Bank,Permanent,10000,10000,0,13000,30,0,0,53,1,0,23,0,0,33,Rivers,8,18,1,0.790997949,1.3,1,0
8a858f985b3db23f015b3de96eac49ca,4,20000,24500,30,Savings,First Bank,Permanent,10000,10000,0,12500,25,7.07,0,23.33333333,0.333333333,0,2,7,0,39,Plateau,8,24,1,3.031857126,1.225,0,0
8a858fa154daefc00154df6b9c792ca8,6,30000,34500,30,Other,EcoBank,Self-Employed,30000,18000,7483.31,20649.98,21,7.35,0,19.6,0,5000,0,68.25,0,39,Abia,9,2,0,4.620817459,1.15,0,0
8a858fa5552add5d0155356128d8668a,8,20000,24500,30,Unknown,Unknown,Unknown,20000,12142.86,3642.16,15410.71,30,0,0,30.28571429,0,1428.5714,0,30.8333,0,40,Unknown,9,12,1,4.082297575,1.225,0,0
8a858fb95bd896cc015bd8c417311b6c,3,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,29.5,0.5,0,3,0,0,36,Lagos,8,1,0,2.481425296,1.3,1,0
8a858fc55b2548dd015b2fd12423240e,4,20000,24500,30,Savings,GT Bank,Permanent,20000,13333.33,4714.05,16666.67,30,0,0,29.66666667,0,5000,0,11,0,40,Ogun,8,1,0,4.082297575,1.225,0,0
8a858fcc5d0cbc32015d0cbda2d1011a,2,10000,11500,15,Savings,Zenith Bank,Unknown,10000,10000,0,11500,15,0,0,16,0,0,0,0,1,45,Federal Capital Territory,8,2,0,3.446965126,1.15,0,0
8a858fd35b441894015b44ed16fb63b7,4,20000,24500,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,24.33333333,0,0,0,1,1,35,Lagos,8,0,0,4.031874364,1.225,0,0
8a858fd95c3b5bca015c40f1b1a005ec,2,10000,11500,15,Savings,UBA,Unknown,10000,10000,0,13000,30,0,0,39,1,0,6,0,1,34,Lagos,8,12,0,0.214966643,1.15,1,0
8a858fe55693989201569a64b99b11a1,14,50000,52500,30,Other,Diamond Bank,Permanent,40000,26923.08,10658.77,30480.77,26.53846154,11.99,0,15.92307692,0,2747.2527,0,10.75,0,44,Lagos,9,2,0,4.808391801,1.05,0,0
8a858fee5d1878f4015d187ebc4d0660,2,10000,11500,15,Savings,Sterling Bank,Permanent,10000,10000,0,11500,15,0,0,0,0,0,0,0,1,39,Ekiti,8,22,0,4.072212932,1.15,0,0
