loannumber,loanamount,totaldue,termdays,bank_account_type,bank_name_clients,employment_status_clients,last_loan_amount,avg_amount,std_amount,avg_total_due,avg_term_days,std_term_days,avg_approval_time,avg_payout_time,prct_duedate_default,loan_growth_trend,max_repay_delay,avg_loan_gap,referred,age,state,acct_age_years,time_btwn_last_loan,default,credit_score,debt_to_loan_ratio,const_default,unusual_large
15,30000.0,34500.0,30,Other,GT Bank,Permanent,30000.0,17714.29,6659.35,21167.86,30.0,0.0,0.0,30.928571428571427,0.42857142857142855,1525.2747,12.0,2.9231,0,56.0,Oyo,9,0,0,3.5365448218626154,1.15,1,0
5,20000.0,24500.0,30,Unknown,Unknown,Unknown,20000.0,12500.0,4330.13,14750.0,18.75,6.5,0.0,18.25,0.25,3000.0,2.0,1.6667,0,40.0,Unknown,8,0,0,2.613344481028805,1.225,0,0
11,30000.0,34500.0,30,Savings,Union Bank,Student,30000.0,16000.0,6633.25,18750.0,22.5,7.5,0.0,22.3,0.2,1818.1818,4.0,0.0,0,32.0,Ondo,8,0,0,2.9495423123997995,1.15,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,0,1,3.3965419159095984,1.3,0,0
13,40000.0,44000.0,30,Unknown,Unknown,Unknown,40000.0,27083.33,11265.42,30353.12,23.75,7.4,0.0,20.833333333333332,0.0,3129.3706,0.0,6.4545,0,40.0,Unknown,9,0,0,4.082297574514299,1.1,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,1,0,3.3965419159095984,1.3,0,0
3,10000.0,11500.0,15,Savings,GT Bank,Unknown,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,26.5,0.5,-0.0,7.0,6.0,0,57.0,Federal Capital Territory,8,12,1,1.9840024823734244,1.15,1,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1,40.0,Unknown,8,12,0,3.3965419159095984,1.3,0,0
2,10000.0,13000.0,30,Savings,Diamond Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0,43.0,Lagos,8,3,0,4.112551500629211,1.3,0,0
6,10000.0,12250.0,30,Savings,GT Bank,Self-Employed,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,43.2,0.8,-0.0,36.0,23.5,0,44.0,Delta,9,0,0,1.99151855746522,1.225,1,0
13,50000.0,55000.0,60,Unknown,Unknown,Unknown,50000.0,28333.33,12133.52,33100.0,37.5,16.77,0.0,24.333333333333332,0.0,3426.5734,0.0,0.0,0,40.0,Unknown,8,0,0,3.3965419159095984,1.1,0,0
13,40000.0,44000.0,30,Savings,First Bank,Permanent,30000.0,18333.33,7993.05,21141.67,22.5,7.5,0.0,17.0,0.16666666666666666,2027.972,10.0,1.5455,0,46.0,Delta,8,1,0,3.5698770880380613,1.1,0,1
9,20000.0,24500.0,30,Savings,First Bank,Permanent,20000.0,15000.0,5000.0,17543.75,20.625,7.26,0.0,22.625,0.125,1428.5714,26.0,4.7143,0,33.0,Osun,8,5,0,3.4735773759244233,1.225,0,0
3,20000.0,24500.0,30,Savings,GT Bank,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,26.5,0.0,-0.0,0.0,0.0,0,46.0,Edo,8,0,1,3.457049768139425,1.225,0,0
2,10000.0,13000.0,30,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,16.0,1.0,0.0,2.0,0.0,0,35.0,Lagos,8,7,0,0.9342515816511228,1.3,1,0
17,50000.0,52500.0,30,Unknown,Unknown,Unknown,40000.0,29375.0,9662.27,32781.25,24.375,11.71,0.0,20.8125,0.0,1926.4706,0.0,2.1333,0,40.0,Unknown,9,0,0,4.082297574514299,1.05,0,0
2,10000.0,11500.0,15,Savings,First Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0,40.0,Lagos,8,2,0,4.082297574514297,1.15,0,0
4,20000.0,24500.0,30,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,26.333333333333332,0.0,0.0,0.0,4.0,0,38.0,Lagos,8,0,0,4.062128290437688,1.225,0,0
4,10000.0,11500.0,15,Savings,EcoBank,Permanent,10000.0,10000.0,0.0,12500.0,25.0,7.07,0.0,28.666666666666668,0.3333333333333333,0.0,9.0,6.5,0,35.0,Lagos,8,15,0,2.9504904411384425,1.15,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,70,0,3.3965419159095984,1.3,0,0
4,20000.0,24500.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,12500.0,25.0,7.07,0.0,19.333333333333332,0.0,0.0,0.0,1.5,0,40.0,Unknown,8,0,0,3.3965419159095984,1.225,0,0
3,10000.0,13000.0,30,Savings,Diamond Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,31.0,0.5,-0.0,2.0,0.0,1,36.0,Nasarawa,8,0,0,2.48728645555,1.3,1,0
7,30000.0,34500.0,30,Unknown,Unknown,Unknown,30000.0,15000.0,7637.63,17108.33,20.0,7.07,0.0,13.333333333333334,0.0,2571.4286,0.0,5.8,0,40.0,Unknown,8,1,0,3.3965419159095984,1.15,0,0
2,10000.0,13000.0,30,Savings,FCMB,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0,45.0,Ogun,8,0,0,4.132720784705819,1.3,0,0
2,10000.0,13000.0,30,Savings,UBA,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,32.0,1.0,0.0,1.0,0.0,0,44.0,Lagos,8,6,0,1.0308745194711157,1.3,1,0
2,10000.0,13000.0,30,Savings,UBA,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0,48.0,Lagos,8,1,0,4.162974710820733,1.3,0,0
6,10000.0,13000.0,30,Unknown,Unknown,Unknown,20000.0,14000.0,4898.98,17600.0,30.0,0.0,0.0,27.8,0.2,3000.0,6.0,2.5,0,40.0,Unknown,8,0,0,2.7441948663138467,1.3,0,0
3,10000.0,13000.0,30,Savings,Keystone Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,21.0,0.5,-0.0,12.0,190.0,0,49.0,Niger,8,0,0,2.5597752072954183,1.3,1,0
2,10000.0,11500.0,15,Savings,GT Bank,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,43.0,Ogun,8,6,0,3.4267958420245113,1.15,0,0
11,30000.0,34500.0,30,Other,First Bank,Permanent,30000.0,17500.0,7500.0,20242.5,22.5,7.5,0.0,21.0,0.0,2090.9091,0.0,4.5556,0,42.0,Bayelsa,8,10,0,4.102466858590906,1.15,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,5,0,3.3965419159095984,1.3,0,0
3,10000.0,13000.0,30,Savings,Fidelity Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,25.0,0.0,-0.0,0.0,3.0,1,35.0,Lagos,8,3,0,4.031874364322776,1.3,0,0
2,10000.0,13000.0,30,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1,40.0,Federal Capital Territory,8,0,0,4.082297574514297,1.3,0,0
3,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,16.0,0.5,-0.0,16.0,0.0,1,44.0,Bayelsa,8,26,0,2.4859073592028813,1.15,1,0
4,20000.0,22250.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,12000.0,20.0,7.07,0.0,5.666666666666667,0.0,0.0,0.0,2.0,0,40.0,Unknown,8,8,0,3.3965419159095984,1.1125,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1,43.0,Ogun,8,0,0,4.112551500629211,1.3,0,0
2,10000.0,11500.0,15,Savings,EcoBank,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,27.0,1.0,0.0,12.0,0.0,0,36.0,Edo,8,23,1,0.1999689703321898,1.15,1,0
14,25000.0,28750.0,30,Unknown,Unknown,Unknown,30000.0,20769.23,7297.56,23492.31,20.76923076923077,7.3,0.0,4.923076923076923,0.07692307692307693,1813.1868,7.0,0.25,0,40.0,Unknown,8,59,1,3.1181368408350423,1.15,0,0
2,10000.0,13000.0,30,Savings,First Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1,39.0,Federal Capital Territory,8,26,0,4.072212932475993,1.3,0,0
3,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,-0.0,0.0,1.0,0,40.0,Unknown,8,0,0,3.3965419159095984,1.3,0,0
3,10000.0,11500.0,15,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,17.0,0.0,-0.0,0.0,7.0,1,35.0,Lagos,8,16,0,4.031874364322776,1.15,0,0
8,30000.0,34500.0,30,Other,GT Bank,Permanent,20000.0,14285.71,4948.72,17728.57,30.0,0.0,0.0,24.857142857142858,0.0,2142.8571,0.0,9.8333,0,33.0,Ogun,8,1,0,4.011705080246167,1.15,0,1
6,10000.0,11500.0,15,Savings,First Bank,Student,20000.0,14000.0,4898.98,15800.0,15.0,0.0,0.0,15.8,0.4,3000.0,15.0,13.25,0,32.0,Federal Capital Territory,8,1,0,2.2678894654277775,1.15,0,0
2,10000.0,11500.0,15,Other,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,19.0,1.0,0.0,1.0,0.0,0,37.0,Lagos,8,0,1,0.9602820252029853,1.15,1,0
2,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1,40.0,Unknown,8,25,0,3.3965419159095984,1.15,0,0
6,20000.0,24500.0,30,Savings,GT Bank,Permanent,20000.0,14000.0,4898.98,16700.0,21.0,7.35,0.0,14.6,0.0,3000.0,0.0,18.25,0,41.0,Lagos,8,11,0,4.092382216552601,1.225,0,0
2,10000.0,13000.0,30,Savings,Skye Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,29.0,1.0,0.0,14.0,0.0,1,43.0,Lagos,8,8,0,0.9445948042545118,1.3,1,0
7,30000.0,34500.0,30,Savings,UBA,Permanent,20000.0,15000.0,5000.0,18750.0,30.0,0.0,0.0,21.166666666666668,0.0,2571.4286,0.0,0.6,0,37.0,Kwara,8,0,0,4.052043648399384,1.15,0,0
10,20000.0,24500.0,30,Other,GT Bank,Self-Employed,20000.0,20555.56,6849.35,24755.56,33.333333333333336,9.43,0.0,34.888888888888886,0.4444444444444444,1666.6667,14.0,0.125,0,44.0,Lagos,9,0,0,3.2176731196883224,1.225,1,0
2,10000.0,13000.0,30,Savings,First Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,42.0,Rivers,8,5,0,4.102466858590906,1.3,0,0
9,40000.0,44000.0,30,Savings,EcoBank,Permanent,30000.0,20000.0,8660.25,23250.0,26.25,14.52,0.0,19.75,0.0,3571.4286,0.0,3.7143,0,38.0,Lagos,8,5,0,4.062128290437688,1.1,0,0
2,10000.0,13000.0,30,Savings,Diamond Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,35.0,Lagos,8,2,0,4.031874364322776,1.3,0,0
3,20000.0,24500.0,30,Savings,Diamond Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,10.5,0.0,-0.0,0.0,6.0,0,44.0,Ogun,8,1,0,4.122636142667514,1.225,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1,38.0,Oyo,8,8,0,4.062128290437688,1.3,0,0
3,10000.0,13000.0,30,Savings,GT Bank,Student,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,24.0,0.0,-0.0,0.0,5.0,0,35.0,Ekiti,8,195,0,3.620420969159957,1.3,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,0,0,3.3965419159095984,1.3,0,0
12,20000.0,21000.0,15,Other,FCMB,Self-Employed,30000.0,21363.64,7413.41,23690.91,19.09090909090909,6.68,0.0,13.727272727272727,0.0,1272.7273,0.0,15.6,0,35.0,Lagos,9,10,0,4.580478891206536,1.05,0,0
2,10000.0,11500.0,15,Savings,Fidelity Bank,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,30.0,Enugu,8,10,0,3.2956954955265547,1.15,0,0
14,50000.0,57500.0,90,Other,FCMB,Permanent,50000.0,26923.08,13234.35,32030.77,45.0,20.38,0.0,28.384615384615383,0.23076923076923078,3406.5934,2.0,2.9167,0,43.0,Lagos,9,0,0,4.07445396404006,1.15,0,0
8,10000.0,10750.0,15,Unknown,Unknown,Unknown,30000.0,17857.14,7491.49,20107.14,19.285714285714285,6.78,0.0,12.714285714285714,0.0,3571.4286,0.0,2.5,0,40.0,Unknown,8,1,0,3.3965419159095984,1.075,0,0
3,20000.0,22250.0,15,Savings,GT Bank,Permanent,20000.0,15000.0,5000.0,16875.0,15.0,0.0,0.0,13.0,0.0,10000.0,0.0,8.0,0,39.0,Ogun,8,18,0,4.072212932475993,1.1125,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,43.0,Lagos,8,0,1,4.112551500629211,1.3,0,0
2,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,14,0,3.3965419159095984,1.15,0,0
3,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,26.0,0.0,-0.0,0.0,0.0,0,40.0,Unknown,8,0,0,3.3965419159095984,1.3,0,0
2,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,27.857142857142858,0.0,0.0,23.0,0.0,0.0,0.0,1.25,0,40.0,Unknown,8,12,0,3.3965419159095984,1.15,0,0
2,10000.0,13000.0,30,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,32.0,1.0,0.0,2.0,0.0,0,34.0,Lagos,8,4,0,0.9241669396128184,1.3,1,0
2,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,35,0,3.3965419159095984,1.15,0,0
2,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,0,0,3.3965419159095984,1.15,0,0
6,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,12400.0,24.0,7.35,0.0,27.2,0.4,-0.0,16.0,7.0,0,40.0,Unknown,8,8,0,2.06840317881708,1.15,0,0
2,10000.0,13000.0,30,Savings,Access Bank,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0,36.0,Lagos,8,0,1,3.356203347756381,1.3,0,0
2,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,49.0,Federal Capital Territory,8,5,0,4.173059352859037,1.15,0,0
2,10000.0,11500.0,15,Savings,Stanbic IBTC,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,35.0,Kogi,8,10,0,3.3461187057180766,1.15,0,0
2,10000.0,13000.0,30,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1,43.0,Lagos,8,1,0,4.112551500629211,1.3,0,0
10,30000.0,34500.0,30,Savings,First Bank,Permanent,30000.0,15555.56,6849.35,19144.44,30.0,0.0,0.0,24.333333333333332,0.1111111111111111,2333.3333,4.0,24.5,0,38.0,Federal Capital Territory,9,0,0,4.3815614818390225,1.15,0,0
3,10000.0,13000.0,30,Savings,Skye Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,30.0,0.0,-0.0,0.0,0.0,1,42.0,Lagos,8,1,0,4.102466858590906,1.3,0,0
22,60000.0,68100.0,90,Other,FCMB,Permanent,60000.0,36666.67,13915.85,41252.38,40.0,19.27,0.0,14.619047619047619,0.0,2207.7922,0.0,0.45,0,33.0,Lagos,9,0,1,4.697460738850866,1.135,0,0
2,10000.0,11500.0,15,Savings,Sterling Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,37.0,Bayelsa,8,0,0,4.052043648399384,1.15,0,0
9,20000.0,24500.0,30,Savings,GT Bank,Permanent,20000.0,12500.0,4330.13,15500.0,26.25,6.5,0.0,25.375,0.375,1428.5714,16.0,4.0,0,48.0,Lagos,8,0,1,2.911983485321242,1.225,0,0
3,10000.0,13000.0,30,Savings,GT Bank,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,42.5,1.0,-0.0,17.0,8.0,0,39.0,Lagos,8,10,1,0.2009170990708338,1.3,1,0
13,40000.0,44000.0,30,Savings,First Bank,Permanent,40000.0,15000.0,9574.27,17258.33,21.25,7.4,0.0,13.083333333333334,0.16666666666666666,1538.4615,18.0,1.7273,0,40.0,Kwara,8,0,1,3.4624799600062044,1.1,0,1
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,58.0,1.0,0.0,28.0,0.0,0,40.0,Lagos,8,142,1,0.8322846454860447,1.3,1,0
5,20000.0,24500.0,30,Savings,UBA,Unknown,20000.0,12500.0,4330.13,15500.0,26.25,6.5,0.0,25.25,0.0,3000.0,0.0,32.3333,0,38.0,Kogi,8,0,1,3.37637263183299,1.225,0,0
3,10000.0,13000.0,30,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,35.0,0.5,-0.0,17.0,5.0,0,37.0,Lagos,8,12,1,2.409453705459496,1.3,1,0
5,20000.0,24500.0,30,Savings,GT Bank,Permanent,20000.0,12500.0,4330.13,14750.0,18.75,6.5,0.0,16.5,0.0,3000.0,0.0,9.6667,0,43.0,Ogun,8,3,1,4.112551500629211,1.225,0,0
3,30000.0,39000.0,60,Savings,First Bank,Permanent,30000.0,30000.0,0.0,39000.0,60.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0,41.0,Ogun,8,1,0,4.092382216552601,1.3,0,0
8,20000.0,23000.0,30,Unknown,Unknown,Unknown,20000.0,17142.86,7491.49,20853.57,34.285714285714285,10.5,0.0,33.285714285714285,0.0,3214.2857,0.0,31.6667,0,40.0,Unknown,9,7,0,4.082297574514299,1.15,0,0
6,20000.0,24500.0,30,Unknown,Unknown,Unknown,20000.0,13000.0,5099.02,15700.0,24.0,7.35,0.0,26.4,0.4,3500.0,15.0,79.0,0,40.0,Unknown,9,1,0,2.7600199968970327,1.225,0,0
5,25000.0,28750.0,30,Savings,Diamond Bank,Permanent,20000.0,12500.0,4330.13,15312.5,30.0,0.0,0.0,27.0,0.0,3000.0,0.0,120.0,0,40.0,Lagos,9,0,0,4.768053233118997,1.15,0,0
3,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,13.5,0.0,-0.0,0.0,0.0,0,40.0,Unknown,8,10,1,3.3965419159095984,1.15,0,0
10,40000.0,48000.0,60,Unknown,Unknown,Unknown,40000.0,18888.89,10999.44,23083.33,36.666666666666664,12.47,0.0,31.77777777777778,0.3333333333333333,3333.3333,14.0,19.625,0,40.0,Unknown,9,5,0,2.971607853953696,1.2,0,1
6,10000.0,11125.0,15,Other,Access Bank,Self-Employed,20000.0,12000.0,4000.0,14250.0,21.0,7.35,0.0,16.8,0.2,2000.0,5.0,30.25,0,43.0,Federal Capital Territory,9,129,0,4.014670137392473,1.1125,0,0
3,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.5,0.5,-0.0,1.0,4.0,0,38.0,Kaduna,8,3,1,2.5133168991018624,1.3,1,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0,38.0,Lagos,8,26,0,4.062128290437688,1.3,0,0
2,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,2,0,3.3965419159095984,1.15,0,0
2,10000.0,13000.0,30,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0,49.0,Delta,8,0,0,4.173059352859037,1.3,0,0
3,10000.0,13000.0,30,Other,Standard Chartered,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,18.0,0.0,-0.0,0.0,7.0,0,51.0,Lagos,8,6,0,4.193228636935647,1.3,0,0
2,10000.0,11500.0,15,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1,37.0,Lagos,8,9,0,4.052043648399384,1.15,0,0
4,10000.0,13000.0,30,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,12500.0,25.0,7.07,0.0,27.0,0.3333333333333333,0.0,8.0,25.0,0,30.0,Edo,8,2,0,2.9059283904221753,1.3,0,0
6,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,12000.0,4000.0,13650.0,15.0,0.0,0.0,13.0,0.4,1000.0,8.0,1.25,0,40.0,Unknown,8,4,0,2.1152924546191105,1.3,0,0
8,30000.0,34500.0,30,Unknown,Unknown,Unknown,30000.0,18571.43,8329.93,22214.29,30.0,0.0,0.0,28.714285714285715,0.14285714285714285,3928.5714,1.0,2.0,0,40.0,Unknown,8,0,0,2.94983783304561,1.15,0,0
2,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,47.0,Osun,8,10,0,4.152890068782429,1.15,0,0
7,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,48.666666666666664,0.6666666666666666,0.0,90.0,13.6,0,31.0,Oyo,9,1,1,2.092520126187315,1.3,1,0
10,30000.0,34500.0,30,Savings,First Bank,Permanent,30000.0,20000.0,8164.97,23377.78,26.666666666666668,6.24,0.0,14.777777777777779,0.0,3000.0,0.0,3.125,0,35.0,Lagos,8,19,0,4.031874364322776,1.15,0,0
8,30000.0,36000.0,60,Other,GT Bank,Permanent,30000.0,20000.0,9258.2,24307.14,40.714285714285715,17.41,0.0,31.714285714285715,0.0,4285.7143,0.0,13.8333,0,36.0,Rivers,9,13,0,4.727714664965779,1.2,0,0
9,40000.0,44000.0,30,Savings,Access Bank,Self-Employed,30000.0,21250.0,7806.25,24762.5,26.25,14.52,0.0,19.375,0.0,3214.2857,0.0,23.2857,0,38.0,Niger,9,0,0,4.610732817321449,1.1,0,0
6,20000.0,24500.0,30,Savings,GT Bank,Permanent,20000.0,12500.0,4330.13,15875.0,30.0,0.0,0.0,25.5,0.0,3000.0,0.0,1.0,0,46.0,Adamawa,8,0,0,4.1428054267441246,1.225,0,0
2,10000.0,11500.0,15,Savings,FCMB,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,38.0,Lagos,8,54,0,4.062128290437688,1.15,0,0
2,10000.0,13000.0,30,Other,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,39.0,Lagos,8,9,0,4.072212932475993,1.3,0,0
2,10000.0,13000.0,30,Other,Sterling Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,50.0,Rivers,8,5,0,4.183143994897343,1.3,0,0
14,40000.0,44000.0,30,Savings,Zenith Bank,Permanent,40000.0,19230.77,9166.44,21580.77,19.615384615384617,6.92,0.0,17.23076923076923,0.23076923076923078,1648.3516,4.0,2.3333,0,33.0,Lagos,8,1,0,3.27612956610181,1.1,0,1
4,20000.0,22250.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,28.0,0,40.0,Unknown,8,149,0,3.3965419159095984,1.1125,0,0
2,10000.0,13000.0,30,Savings,Stanbic IBTC,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0,36.0,Lagos,8,1,0,4.041959006361079,1.3,0,0
4,10000.0,11125.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,6.333333333333333,0.0,0.0,0.0,19.5,0,41.0,Federal Capital Territory,8,5,0,4.092382216552601,1.1125,0,0
3,10000.0,11500.0,15,Other,Diamond Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,6.0,0.0,-0.0,0.0,13.0,0,45.0,Federal Capital Territory,8,143,0,4.132720784705819,1.15,0,0
2,20000.0,24500.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,1,0,3.3965419159095984,1.225,0,0
2,10000.0,11500.0,15,Savings,UBA,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,33.0,Oyo,8,17,1,3.325949421641468,1.15,0,0
8,30000.0,39000.0,60,Unknown,Unknown,Unknown,30000.0,17142.86,6998.54,19557.14,19.285714285714285,6.78,0.0,12.857142857142858,0.0,3214.2857,0.0,2.1667,0,40.0,Unknown,8,0,1,3.3965419159095984,1.3,0,0
